row_id,N,p,q,r,s,h_pq,h_rq,h_ps,h_rs_square,h_rs_or_sqrt_factor,fourth_norm,defect,primitive,canonical_key,duplicate_of,x,y,yc,v3_x,v3_yc,mcc_live,A,B,C,D,delta,A_in_S,B_in_S,C_in_S,D_in_S,love_relation_ok,notes
281,142820,50715,134232,92105,8588,143493,162793,51437,False,1*sqrt(8557084769),1*sqrt(8557084769)/142820,8557084769,True,142820:8588:50715,188,10143/28564,33558/35705,31411/71410,2,0,False,6392/2415,8588/50715,92105/134232,92105/8588,35705/33558,True,True,True,False,True,THREE_DISTANCE_SEED
282,543099,514140,134288,28959,408811,531388,137375,656861,False,1*sqrt(167965057402),1*sqrt(167965057402)/543099,167965057402,True,543099:28959:134288,,171380/181033,134288/543099,-274523/1086198,0,-1,True,3052/11685,9971/12540,4137/19184,28959/408811,543099/134288,True,True,True,False,True,THREE_DISTANCE_SEED
283,163285,118800,134316,44485,28969,179316,141491,122281,False,17*sqrt(9751274),17*sqrt(9751274)/163285,9751274,True,163285:28969:44485,272,23760/32657,134316/163285,105347/326570,3,0,False,3731/3300,28969/118800,155/468,44485/28969,163285/134316,True,True,True,False,True,THREE_DISTANCE_SEED
284,424060,339864,135315,84196,288745,365811,159371,445961,False,1*sqrt(90462641441),1*sqrt(90462641441)/424060,90462641441,True,424060:84196:135315,,12138/15145,27063/84812,-15343/84812,1,0,False,45105/113288,16985/19992,28/45,84196/288745,84812/27063,True,True,True,False,True,THREE_DISTANCE_SEED
285,771807,285600,136576,486207,635231,316576,505025,696481,False,1*sqrt(639915670210),1*sqrt(639915670210)/771807,639915670210,True,771807:136576:285600,,95200/257269,136576/771807,-498655/1543614,0,-1,True,4268/8925,635231/285600,486207/136576,486207/635231,771807/136576,True,True,True,False,True,THREE_DISTANCE_SEED
286,263917,194880,137700,69037,126217,238620,154037,232183,False,41*sqrt(12312218),41*sqrt(12312218)/263917,12312218,True,263917:69037:126217,,194880/263917,137700/263917,11483/527834,1,0,False,2295/3248,18031/27840,4061/8100,69037/126217,263917/137700,True,True,True,False,True,THREE_DISTANCE_SEED
287,876537,222464,137760,654073,738777,261664,668423,771545,False,17*sqrt(3368868322),17*sqrt(3368868322)/876537,3368868322,True,876537:137760:222464,,222464/876537,45920/292179,-200339/584358,-2,-1,True,4305/6952,738777/222464,2279/480,654073/738777,292179/45920,True,True,True,False,True,THREE_DISTANCE_SEED
288,421377,77280,138040,344097,283337,158200,370753,293687,False,113*sqrt(15559762),113*sqrt(15559762)/421377,15559762,True,421377:77280:138040,228,25760/140459,138040/421377,-145297/842754,0,-1,True,493/276,12319/3360,20241/8120,344097/283337,421377/138040,True,True,True,False,True,THREE_DISTANCE_SEED
289,380856,339815,139080,41041,241776,367175,145009,417049,False,1*sqrt(60139997857),1*sqrt(60139997857)/380856,60139997857,True,380856:41041:139080,,48545/54408,5795/15869,-4279/31738,-1,0,True,1464/3577,3312/4655,41041/139080,41041/241776,15869/5795,True,True,True,False,True,THREE_DISTANCE_SEED
290,804600,642067,140244,162533,664356,657205,214675,923915,False,35*sqrt(381866017),35*sqrt(381866017)/804600,381866017,True,804600:140244:162533,,642067/804600,11687/67050,-10919/33525,-3,-2,True,140244/642067,924/893,5243/4524,23219/94908,67050/11687,True,True,True,False,True,THREE_DISTANCE_SEED
291,149464,91080,143913,58384,5551,170313,155305,91249,False,1*sqrt(3439505057),1*sqrt(3439505057)/149464,3439505057,True,149464:5551:58384,244,11385/18683,20559/21352,9883/21352,2,0,False,4361/2760,5551/91080,656/1617,58384/5551,21352/20559,True,True,True,False,True,THREE_DISTANCE_SEED
292,306916,66585,145908,240331,161008,160383,281155,174233,False,6925*sqrt(1745),6925*sqrt(1745)/306916,1745,True,306916:66585:145908,213,66585/306916,36477/76729,-3775/153458,1,0,False,252/115,161008/66585,34333/20844,240331/161008,76729/36477,True,True,True,False,True,THREE_DISTANCE_SEED
293,393132,61215,151156,331917,241976,163081,364715,249599,False,181*sqrt(5150065),181*sqrt(5150065)/393132,5150065,True,393132:61215:151156,204,20405/131044,37789/98283,-22705/196566,0,-1,True,2852/1155,34568/8745,10707/4876,331917/241976,98283/37789,True,True,True,False,True,THREE_DISTANCE_SEED
294,209565,154224,151340,55341,58225,216076,161141,164849,False,1*sqrt(6452776906),1*sqrt(6452776906)/209565,6452776906,True,209565:55341:58225,,17136/23285,30268/41913,18623/83826,2,-2,True,5405/5508,3425/9072,55341/151340,55341/58225,41913/30268,True,True,True,False,True,THREE_DISTANCE_SEED
295,181548,133480,151515,48068,30033,201925,158957,136817,False,41*sqrt(1911073),41*sqrt(1911073)/181548,1911073,True,181548:30033:48068,280,33370/45387,16835/20172,6749/20172,-3,-1,True,30303/26696,9/40,48068/151515,48068/30033,20172/16835,True,True,True,False,True,THREE_DISTANCE_SEED
296,171125,103584,152388,67541,18737,184260,166685,105265,False,185*sqrt(143546),185*sqrt(143546)/171125,143546,True,171125:18737:67541,260,103584/171125,152388/171125,133651/342250,1,0,False,153/104,18737/103584,3973/8964,67541/18737,171125/152388,True,True,True,False,True,THREE_DISTANCE_SEED
297,292136,224595,152388,67541,139748,271413,166685,264523,False,53*sqrt(8576465),53*sqrt(8576465)/292136,8576465,True,292136:67541:139748,,224595/292136,38097/73034,790/36517,2,0,False,16932/24955,28/45,3973/8964,67541/139748,73034/38097,True,True,True,False,True,THREE_DISTANCE_SEED
298,210540,88893,152720,121647,57820,176707,195247,106043,False,1*sqrt(18141145009),1*sqrt(18141145009)/210540,18141145009,True,210540:57820:88893,240,29631/70180,7636/10527,4745/21054,1,-1,True,1840/1071,8260/12699,5289/6640,121647/57820,10527/7636,True,True,True,False,True,THREE_DISTANCE_SEED
299,629292,61985,154020,567307,475272,166025,587843,479297,False,229*sqrt(10444513),229*sqrt(10444513)/629292,10444513,True,629292:61985:154020,206,61985/629292,12835/52441,-26771/104882,-1,0,True,30804/12397,2952/385,221/60,567307/475272,52441/12835,True,True,True,False,True,THREE_DISTANCE_SEED
300,209565,151340,154224,58225,55341,216076,164849,161141,False,1*sqrt(6452776906),1*sqrt(6452776906)/209565,6452776906,True,209565:55341:58225,294,30268/41913,17136/23285,10987/46570,-2,0,True,5508/5405,55341/151340,3425/9072,58225/55341,23285/17136,True,True,True,False,True,THREE_DISTANCE_SEED
301,225420,180048,155155,45372,70265,237677,161653,193273,False,17*sqrt(24206881),17*sqrt(24206881)/225420,24206881,True,225420:45372:70265,,15004/18785,2387/3468,653/3468,0,-1,True,455/528,70265/180048,45372/155155,45372/70265,3468/2387,True,True,True,False,True,THREE_DISTANCE_SEED
302,653016,242925,155788,410091,497228,288587,438685,553397,False,13*sqrt(2458049185),13*sqrt(2458049185)/653016,2458049185,True,653016:155788:242925,,80975/217672,38947/163254,-21340/81627,0,-1,True,1972/3075,497228/242925,24123/9164,410091/497228,163254/38947,True,True,True,False,True,THREE_DISTANCE_SEED
303,218595,66912,159740,151683,58855,173188,220283,89113,False,1*sqrt(26471643514),1*sqrt(26471643514)/218595,26471643514,True,218595:58855:66912,214,22304/72865,31948/43719,20177/87438,0,-1,True,39935/16728,58855/66912,21669/22820,151683/58855,43719/31948,True,True,True,False,True,THREE_DISTANCE_SEED
304,731335,693360,162624,37975,568711,712176,166999,896761,False,1*sqrt(324874302146),1*sqrt(324874302146)/731335,324874302146,True,731335:37975:162624,,138672/146267,14784/66485,-36917/132970,4,0,False,3388/14445,568711/693360,5425/23232,37975/568711,66485/14784,True,True,True,False,True,THREE_DISTANCE_SEED
305,242209,130944,162792,111265,79417,208920,197183,153145,False,1*sqrt(18686960114),1*sqrt(18686960114)/242209,18686960114,True,242209:79417:111265,278,11904/22019,162792/242209,83375/484418,1,0,False,6783/5456,79417/130944,935/1368,111265/79417,242209/162792,True,True,True,False,True,THREE_DISTANCE_SEED
306,192660,8700,163009,183960,29651,163241,245791,30901,False,13*sqrt(205446529),13*sqrt(205446529)/192660,205446529,True,192660:8700:29651,83,145/3211,163009/192660,66679/192660,0,-1,True,5621/300,29651/8700,360/319,183960/29651,192660/163009,True,True,True,False,True,THREE_DISTANCE_SEED
307,669456,221697,164560,447759,504896,276097,477041,551425,False,1*sqrt(455408092897),1*sqrt(455408092897)/669456,455408092897,True,669456:164560:221697,,24633/74384,10285/41841,-21271/83682,2,-2,True,9680/13041,3136/1377,447759/164560,447759/504896,41841/10285,True,True,True,False,True,THREE_DISTANCE_SEED
308,371124,312620,164703,58504,206421,353353,174785,374621,False,13*sqrt(272380753),13*sqrt(272380753)/371124,272380753,True,371124:58504:164703,,78155/92781,54901/123708,-6953/123708,-2,-1,True,2139/4060,206421/312620,58504/164703,58504/206421,123708/54901,True,True,True,False,True,THREE_DISTANCE_SEED
309,291000,276276,166957,14724,124043,322805,167605,302845,False,5*sqrt(624138481),5*sqrt(624138481)/291000,624138481,True,291000:14724:124043,,23023/24250,166957/291000,21457/291000,0,-1,True,1037/1716,124043/276276,14724/166957,14724/124043,291000/166957,True,True,True,False,True,THREE_DISTANCE_SEED
310,257372,59364,173145,198008,84227,183039,263033,103045,False,37*sqrt(33821297),37*sqrt(33821297)/257372,33821297,True,257372:59364:84227,201,14841/64343,173145/257372,44459/257372,2,0,False,35/12,84227/59364,198008/173145,198008/84227,257372/173145,True,True,True,False,True,THREE_DISTANCE_SEED
311,175421,71568,174420,103853,1001,188532,202997,71575,False,1*sqrt(10786447610),1*sqrt(10786447610)/175421,10786447610,True,175421:1001:71568,224,71568/175421,174420/175421,173419/350842,2,0,False,4845/1988,143/10224,6109/10260,103853/1001,175421/174420,True,True,True,False,True,THREE_DISTANCE_SEED
312,349401,64960,176088,284441,173313,187688,334535,185087,False,5*sqrt(4437763138),5*sqrt(4437763138)/349401,4437763138,True,349401:64960:173313,209,64960/349401,58696/116467,925/232934,-1,0,True,759/280,24759/9280,12367/7656,284441/173313,116467/58696,True,True,True,False,True,THREE_DISTANCE_SEED
313,329593,77376,176400,252217,153193,192624,307783,171625,False,1*sqrt(87081510338),1*sqrt(87081510338)/329593,87081510338,True,329593:77376:153193,229,77376/329593,176400/329593,23207/659186,1,0,False,3675/1612,153193/77376,36031/25200,252217/153193,329593/176400,True,True,True,False,True,THREE_DISTANCE_SEED
314,819500,679479,179172,140021,640328,702705,227395,933655,False,5*sqrt(17185033121),5*sqrt(17185033121)/819500,17185033121,True,819500:140021:179172,,679479/819500,44793/204875,-115289/409750,1,0,False,756/2867,13624/14457,20003/25596,140021/640328,204875/44793,True,True,True,False,True,THREE_DISTANCE_SEED
315,225420,155155,180048,70265,45372,237677,193273,161653,False,17*sqrt(24206881),17*sqrt(24206881)/225420,24206881,True,225420:45372:70265,301,2387/3468,15004/18785,11223/37570,-1,2,True,528/455,45372/155155,70265/180048,70265/45372,18785/15004,True,True,True,False,True,THREE_DISTANCE_SEED
316,672112,243840,180495,428272,491617,303375,464753,548767,False,1*sqrt(425104180673),1*sqrt(425104180673)/672112,425104180673,True,672112:180495:243840,,15240/42007,25785/96016,-22223/96016,1,0,False,12033/16256,3871/1920,428272/180495,428272/491617,96016/25785,True,True,True,False,True,THREE_DISTANCE_SEED
317,190515,13244,180960,177271,9555,181444,253321,16331,False,1*sqrt(31516305466),1*sqrt(31516305466)/190515,31516305466,True,190515:9555:13244,103,13244/190515,928/977,879/1954,-1,1,True,45240/3311,1365/1892,177271/180960,177271/9555,977/928,True,True,True,False,True,THREE_DISTANCE_SEED
318,455277,233376,183820,221901,271457,297076,288149,357985,False,5*sqrt(4917158266),5*sqrt(4917158266)/455277,4917158266,True,455277:183820:221901,,4576/8927,183820/455277,-87637/910554,0,-1,True,3535/4488,271457/233376,221901/183820,221901/271457,455277/183820,True,True,True,False,True,THREE_DISTANCE_SEED
319,280600,65637,185484,214963,95116,196755,283925,115565,False,35*sqrt(45107057),35*sqrt(45107057)/280600,45107057,True,280600:65637:95116,212,65637/280600,46371/70150,5648/35075,3,0,False,4756/1683,95116/65637,5243/4524,30709/13588,70150/46371,True,True,True,False,True,THREE_DISTANCE_SEED
320,196040,9315,192708,186725,3332,192933,268333,9893,False,91*sqrt(4211729),91*sqrt(4211729)/196040,4211729,True,196040:3332:9315,87,1863/39208,48177/49010,11836/24505,4,0,False,21412/1035,3332/9315,186725/192708,26675/476,49010/48177,True,True,True,False,True,THREE_DISTANCE_SEED
321,240555,108108,194480,132447,46075,222508,235297,117517,False,1*sqrt(19665113434),1*sqrt(19665113434)/240555,19665113434,True,240555:46075:108108,263,5148/11455,38896/48111,29681/96222,2,-1,True,340/189,46075/108108,7791/11440,132447/46075,48111/38896,True,True,True,False,True,THREE_DISTANCE_SEED
322,263917,137700,194880,126217,69037,238620,232183,154037,False,41*sqrt(12312218),41*sqrt(12312218)/263917,12312218,True,263917:69037:126217,286,137700/263917,194880/263917,125843/527834,4,0,False,3248/2295,4061/8100,18031/27840,126217/69037,263917/194880,True,True,True,False,True,THREE_DISTANCE_SEED
323,205656,1673,199920,203983,5736,199927,285617,5975,False,1*sqrt(41641965985),1*sqrt(41641965985)/205656,41641965985,True,205656:1673:5736,32,1673/205656,8330/8569,8091/17138,-1,2,True,28560/239,24/7,11999/11760,203983/5736,8569/8330,True,True,True,False,True,THREE_DISTANCE_SEED
324,855140,78900,200007,776240,655133,215007,801593,659867,False,13*sqrt(6105016481),13*sqrt(6105016481)/855140,6105016481,True,855140:78900:200007,231,3945/42757,200007/855140,-227563/855140,1,0,False,66669/26300,2491/300,2480/639,776240/655133,855140/200007,True,True,True,False,True,THREE_DISTANCE_SEED
325,468716,10920,202653,457796,266063,202947,500645,266287,False,1*sqrt(280366697585),1*sqrt(280366697585)/468716,280366697585,True,468716:10920:202653,94,2730/117179,202653/468716,-31705/468716,1,0,False,67551/3640,38009/1560,457796/202653,457796/266063,468716/202653,True,True,True,False,True,THREE_DISTANCE_SEED
326,253080,90321,203320,162759,49760,222479,260441,103121,False,1*sqrt(28966549681),1*sqrt(28966549681)/253080,28966549681,True,253080:49760:90321,243,30107/84360,5083/6327,3839/12654,-1,-2,True,520/231,49760/90321,162759/203320,162759/49760,6327/5083,True,True,True,False,True,THREE_DISTANCE_SEED
327,468785,32832,206640,435953,262145,209232,482447,264193,False,1*sqrt(258775019234),1*sqrt(258775019234)/468785,258775019234,True,468785:32832:206640,154,32832/468785,41328/93757,-11101/187514,3,0,False,1435/228,262145/32832,1519/720,435953/262145,93757/41328,True,True,True,False,True,THREE_DISTANCE_SEED
328,219816,36855,211640,182961,8176,214825,279761,37751,False,1*sqrt(33541574497),1*sqrt(33541574497)/219816,33541574497,True,219816:8176:36855,162,4095/24424,26455/27477,25433/54954,2,-2,True,3256/567,1168/5265,182961/211640,182961/8176,27477/26455,True,True,True,False,True,THREE_DISTANCE_SEED
329,598653,79744,214620,518909,384033,228956,561541,392225,False,1*sqrt(416747895370),1*sqrt(416747895370)/598653,416747895370,True,598653:79744:214620,232,79744/598653,71540/199551,-56471/399102,-2,-1,True,7665/2848,384033/79744,518909/214620,518909/384033,199551/71540,True,True,True,False,True,THREE_DISTANCE_SEED
330,285532,224037,216216,61495,69316,311355,224791,234515,False,17*sqrt(29710529),17*sqrt(29710529)/285532,29710529,True,285532:61495:69316,,224037/285532,4158/5491,2825/10982,2,0,False,2184/2263,2236/7227,8785/30888,61495/69316,5491/4158,True,True,True,False,True,THREE_DISTANCE_SEED
331,912600,73304,220647,839296,691953,232505,867815,695825,False,65*sqrt(280051297),65*sqrt(280051297)/912600,280051297,True,912600:73304:220647,225,9163/114075,73549/304200,-78551/304200,-3,-2,True,4503/1496,691953/73304,10624/2793,839296/691953,304200/73549,True,True,True,False,True,THREE_DISTANCE_SEED
332,669456,164560,221697,504896,447759,276097,551425,477041,False,1*sqrt(455408092897),1*sqrt(455408092897)/669456,455408092897,True,669456:164560:221697,307,10285/41841,24633/74384,-12559/74384,-2,0,True,13041/9680,447759/164560,3136/1377,504896/447759,74384/24633,True,True,True,False,True,THREE_DISTANCE_SEED
333,876537,137760,222464,738777,654073,261664,771545,668423,False,17*sqrt(3368868322),17*sqrt(3368868322)/876537,3368868322,True,876537:137760:222464,287,45920/292179,222464/876537,-431609/1753074,-1,-2,True,6952/4305,2279/480,738777/222464,738777/654073,876537/222464,True,True,True,False,True,THREE_DISTANCE_SEED
334,285532,216216,224037,69316,61495,311355,234515,224791,False,17*sqrt(29710529),17*sqrt(29710529)/285532,29710529,True,285532:61495:69316,330,4158/5491,224037/285532,81271/285532,3,0,False,2263/2184,8785/30888,2236/7227,69316/61495,285532/224037,True,True,True,False,True,THREE_DISTANCE_SEED
335,292136,152388,224595,139748,67541,271413,264523,166685,False,53*sqrt(8576465),53*sqrt(8576465)/292136,8576465,True,292136:67541:139748,297,38097/73034,224595/292136,78527/292136,3,0,False,24955/16932,3973/8964,28/45,139748/67541,292136/224595,True,True,True,False,True,THREE_DISTANCE_SEED
336,329476,51867,230520,277609,98956,236283,360841,111725,False,5617*sqrt(2753),5617*sqrt(2753)/329476,2753,True,329476:51867:98956,191,51867/329476,57630/82369,32891/164738,3,0,False,40/9,98956/51867,277609/230520,277609/98956,82369/57630,True,True,True,False,True,THREE_DISTANCE_SEED
337,399748,46215,231756,353533,167992,236319,422725,174233,False,851*sqrt(211553),851*sqrt(211553)/399748,211553,True,399748:46215:167992,178,46215/399748,57939/99937,15941/199874,2,0,False,77252/15405,167992/46215,353533/231756,15371/7304,99937/57939,True,True,True,False,True,THREE_DISTANCE_SEED
338,483923,125580,232560,358343,251363,264300,427193,280987,False,1*sqrt(191593063418),1*sqrt(191593063418)/483923,191593063418,True,483923:125580:232560,275,125580/483923,232560/483923,-18803/967846,1,0,False,3876/2093,35909/17940,21079/13680,358343/251363,483923/232560,True,True,True,False,True,THREE_DISTANCE_SEED
339,455277,183820,233376,271457,221901,297076,357985,288149,False,5*sqrt(4917158266),5*sqrt(4917158266)/455277,4917158266,True,455277:183820:221901,318,183820/455277,4576/8927,225/17854,-1,2,True,4488/3535,221901/183820,271457/233376,271457/221901,8927/4576,True,True,True,False,True,THREE_DISTANCE_SEED
340,242424,7535,234552,234889,7872,234673,331945,10897,False,41*sqrt(32858305),41*sqrt(32858305)/242424,32858305,True,242424:7535:7872,74,7535/242424,9773/10101,9445/20202,-2,-1,True,234552/7535,7872/7535,697/696,5729/192,10101/9773,True,True,True,False,True,THREE_DISTANCE_SEED
341,653016,155788,242925,497228,410091,288587,553397,438685,False,13*sqrt(2458049185),13*sqrt(2458049185)/653016,2458049185,True,653016:155788:242925,302,38947/163254,80975/217672,-27861/217672,-1,1,True,3075/1972,24123/9164,497228/242925,497228/410091,217672/80975,True,True,True,False,True,THREE_DISTANCE_SEED
342,672112,180495,243840,491617,428272,303375,548767,464753,False,1*sqrt(425104180673),1*sqrt(425104180673)/672112,425104180673,True,672112:180495:243840,316,25785/96016,15240/42007,-11527/84014,3,0,False,16256/12033,428272/180495,3871/1920,491617/428272,42007/15240,True,True,True,False,True,THREE_DISTANCE_SEED
343,285821,285120,245700,701,40121,376380,245701,287929,False,17*sqrt(5571578),17*sqrt(5571578)/285821,5571578,True,285821:701:40121,,285120/285821,245700/285821,205579/571642,4,0,False,455/528,40121/285120,701/245700,701/40121,285821/245700,True,True,True,False,True,THREE_DISTANCE_SEED
344,647361,491232,245960,156129,401401,549368,291329,634375,False,1*sqrt(185499027442),1*sqrt(185499027442)/647361,185499027442,True,647361:156129:245960,,163744/215787,1720/4527,-1087/9054,-1,-2,True,715/1428,57343/70176,156129/245960,156129/401401,4527/1720,True,True,True,False,True,THREE_DISTANCE_SEED
345,613832,540540,246675,73292,367157,594165,257333,653443,False,277*sqrt(1826897),277*sqrt(1826897)/613832,1826897,True,613832:73292:246675,,135135/153458,246675/613832,-60241/613832,3,0,False,115/252,52451/77220,73292/246675,73292/367157,613832/246675,True,True,True,False,True,THREE_DISTANCE_SEED
346,401523,97284,254560,304239,146963,272516,396689,176245,False,1*sqrt(114159492490),1*sqrt(114159492490)/401523,114159492490,True,401523:97284:146963,249,32428/133841,254560/401523,107597/803046,0,-1,True,63640/24321,146963/97284,304239/254560,304239/146963,401523/254560,True,True,True,False,True,THREE_DISTANCE_SEED
347,657000,100804,256197,556196,400803,275315,612365,413285,False,5*sqrt(18799881409),5*sqrt(18799881409)/657000,18799881409,True,657000:100804:256197,255,25201/164250,85399/219000,-24101/219000,-2,-1,True,3243/1276,400803/100804,556196/256197,556196/400803,219000/85399,True,True,True,False,True,THREE_DISTANCE_SEED
348,977244,963965,256872,13279,720372,997603,257215,1203397,False,5*sqrt(20764486009),5*sqrt(20764486009)/977244,20764486009,True,977244:13279:256872,,963965/977244,21406/81437,-38625/162874,-1,1,True,1848/6935,720372/963965,1897/36696,13279/720372,81437/21406,True,True,True,False,True,THREE_DISTANCE_SEED
349,574461,65212,258720,509249,315741,266812,571201,322405,False,1*sqrt(359026923082),1*sqrt(359026923082)/574461,359026923082,True,574461:65212:258720,210,65212/574461,86240/191487,-19007/382974,-2,-1,True,9240/2329,18573/3836,509249/258720,509249/315741,191487/86240,True,True,True,False,True,THREE_DISTANCE_SEED
350,282348,15960,259675,266388,22673,260165,372013,27727,False,79*sqrt(11452753),79*sqrt(11452753)/282348,11452753,True,282348:15960:22673,110,1330/23529,259675/282348,118501/282348,-1,-2,True,51935/3192,3239/2280,266388/259675,3372/287,282348/259675,True,True,True,False,True,THREE_DISTANCE_SEED
351,452016,408408,259831,43608,192185,484055,263465,451367,False,1*sqrt(38836731889),1*sqrt(38836731889)/452016,38836731889,True,452016:43608:192185,,17017/18834,259831/452016,33823/452016,-1,-2,True,1817/2856,1615/3432,24/143,43608/192185,452016/259831,True,True,True,False,True,THREE_DISTANCE_SEED
352,297648,104664,264775,192984,32873,284711,327641,109705,False,1*sqrt(38323458385),1*sqrt(38323458385)/297648,38323458385,True,297648:32873:104664,261,4361/12402,264775/297648,115951/297648,-2,-3,True,425/168,32873/104664,11352/15575,192984/32873,297648/264775,True,True,True,False,True,THREE_DISTANCE_SEED
353,275751,38720,264792,237031,10959,267608,355385,40241,False,1*sqrt(56303794642),1*sqrt(56303794642)/275751,56303794642,True,275751:10959:38720,166,38720/275751,88264/91917,84611/183834,-3,-2,True,3009/440,10959/38720,13943/15576,237031/10959,91917/88264,True,True,True,False,True,THREE_DISTANCE_SEED
354,291000,166957,276276,124043,14724,322805,302845,167605,False,5*sqrt(624138481),5*sqrt(624138481)/291000,624138481,True,291000:14724:124043,309,166957/291000,23023/24250,5449/12125,-1,0,True,1716/1037,14724/166957,124043/276276,124043/14724,24250/23023,True,True,True,False,True,THREE_DISTANCE_SEED
355,283920,14155,277332,269765,6588,277693,386893,15613,False,13*sqrt(430867201),13*sqrt(430867201)/283920,430867201,True,283920:6588:14155,105,2831/56784,23111/23660,11281/23660,-1,0,True,277332/14155,6588/14155,269765/277332,269765/6588,23660/23111,True,True,True,False,True,THREE_DISTANCE_SEED
356,285821,245700,285120,40121,701,376380,287929,245701,False,17*sqrt(5571578),17*sqrt(5571578)/285821,5571578,True,285821:701:40121,343,245700/285821,285120/285821,284419/571642,3,0,False,528/455,701/245700,40121/285120,40121/701,285821/285120,True,True,True,False,True,THREE_DISTANCE_SEED
357,771807,136576,285600,635231,486207,316576,696481,505025,False,1*sqrt(639915670210),1*sqrt(639915670210)/771807,639915670210,True,771807:136576:285600,285,136576/771807,95200/257269,-66869/514538,-1,0,True,8925/4268,486207/136576,635231/285600,635231/486207,257269/95200,True,True,True,False,True,THREE_DISTANCE_SEED
358,342839,23520,287640,319319,55199,288600,429769,60001,False,1*sqrt(105011553362),1*sqrt(105011553362)/342839,105011553362,True,342839:23520:55199,129,3360/48977,16920/20167,13673/40334,1,0,False,2397/196,55199/23520,319319/287640,319319/55199,20167/16920,True,True,True,False,True,THREE_DISTANCE_SEED
359,356268,77605,287640,278663,68628,297925,400487,103597,False,7*sqrt(1680874897),7*sqrt(1680874897)/356268,1680874897,True,356268:68628:77605,230,7055/32388,23970/29689,18251/59378,-1,0,True,3384/913,68628/77605,5929/6120,39809/9804,29689/23970,True,True,True,False,True,THREE_DISTANCE_SEED
360,731871,409536,294448,322335,437423,504400,436577,599215,False,1*sqrt(295238733154),1*sqrt(295238733154)/731871,295238733154,True,731871:294448:322335,,45504/81319,42064/104553,-20425/209106,2,-2,True,18403/25596,5537/5184,322335/294448,322335/437423,104553/42064,True,True,True,False,True,THREE_DISTANCE_SEED
361,383045,101232,295260,281813,87785,312132,408163,133993,False,1*sqrt(87124773194),1*sqrt(87124773194)/383045,87124773194,True,383045:87785:101232,258,101232/383045,59052/76609,41495/153218,2,0,False,35/12,87785/101232,40259/42180,281813/87785,76609/59052,True,True,True,False,True,THREE_DISTANCE_SEED
362,510899,416640,296100,94259,214799,511140,310741,468751,False,41*sqrt(32732522),41*sqrt(32732522)/510899,32732522,True,510899:94259:214799,,416640/510899,296100/510899,81301/1021798,1,0,False,705/992,6929/13440,94259/296100,2299/5239,510899/296100,True,True,True,False,True,THREE_DISTANCE_SEED
363,820228,492615,306516,327613,513712,580191,448645,711737,False,53*sqrt(132157457),53*sqrt(132157457)/820228,132157457,True,820228:306516:327613,,492615/820228,76629/205057,-51799/410114,3,0,False,28/45,513712/492615,327613/306516,327613/513712,205057/76629,True,True,True,False,True,THREE_DISTANCE_SEED
364,369096,5523,311236,363573,57860,311285,478595,58123,False,13*sqrt(801971041),13*sqrt(801971041)/369096,801971041,True,369096:5523:57860,61,263/17576,77809/92274,15836/46137,0,-1,True,311236/5523,220/21,1827/1564,363573/57860,92274/77809,True,True,True,False,True,THREE_DISTANCE_SEED
365,371124,164703,312620,206421,58504,353353,374621,174785,False,13*sqrt(272380753),13*sqrt(272380753)/371124,272380753,True,371124:58504:164703,308,54901/123708,78155/92781,63529/185562,-1,-2,True,4060/2139,58504/164703,206421/312620,206421/58504,92781/78155,True,True,True,False,True,THREE_DISTANCE_SEED
366,504600,452016,313313,52584,191287,549985,317695,490825,False,145*sqrt(1871857),145*sqrt(1871857)/504600,1871857,True,504600:52584:191287,,18834/21025,313313/504600,61013/504600,1,-1,True,313313/452016,191287/452016,24/143,52584/191287,504600/313313,True,True,True,False,True,THREE_DISTANCE_SEED
367,946941,727260,317408,219681,629533,793508,386015,961883,False,5*sqrt(17782861594),5*sqrt(17782861594)/946941,17782861594,True,946941:219681:317408,,242420/315647,317408/946941,-312125/1893882,0,-1,True,79352/181815,27371/31620,31383/45344,219681/629533,946941/317408,True,True,True,False,True,THREE_DISTANCE_SEED
368,519585,87360,321776,432225,197809,333424,538849,216241,False,1*sqrt(225946851106),1*sqrt(225946851106)/519585,225946851106,True,519585:87360:197809,237,5824/34639,321776/519585,123967/1039170,0,-1,True,221/60,197809/87360,25425/18928,432225/197809,519585/321776,True,True,True,False,True,THREE_DISTANCE_SEED
369,347361,4576,327168,342785,20193,327200,473857,20705,False,1*sqrt(117909313474),1*sqrt(117909313474)/347361,117909313474,True,347361:4576:20193,53,4576/347361,109056/115787,102325/231574,-1,0,True,10224/143,20193/4576,342785/327168,342785/20193,115787/109056,True,True,True,False,True,THREE_DISTANCE_SEED
370,428400,358556,328083,69844,100317,486005,335435,372325,False,5*sqrt(597667393),5*sqrt(597667393)/428400,597667393,True,428400:69844:100317,,89639/107100,919/1200,319/1200,-2,-1,True,328083/358556,357/1276,76/357,69844/100317,1200/919,True,True,True,False,True,THREE_DISTANCE_SEED
371,733305,593208,329120,140097,404185,678392,357697,717817,False,1*sqrt(182992683634),1*sqrt(182992683634)/733305,182992683634,True,733305:140097:329120,,197736/244435,65824/146661,-15013/293322,1,-1,True,3740/6741,404185/593208,8241/19360,140097/404185,146661/65824,True,True,True,False,True,THREE_DISTANCE_SEED
