category,A,D,B,C,defect_B,defect_C,score,B_in_S,C_in_S,one_sided,both_small,x,y,N,p,q,r,s,v3_x,v3_yc,mcc_live,love_relation_ok,four_distance_ok,point_in_unit,height,distance_to_D0,distance_to_A0,notes
top_score,-17/144,-144/17,17/144,144/17,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,144,20195/1479,287/144,degenerate_infinity
top_score,104/153,153/104,-104/153,-153/104,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,153,33593/9048,1463/1224,degenerate_infinity
top_score,153/104,104/153,-153/104,-104/153,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,153,19985/4437,21/52,degenerate_infinity
top_score,-153/104,-104/153,153/104,104/153,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,153,26017/4437,87/26,degenerate_infinity
top_score,-104/153,-153/104,104/153,153/104,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,153,60215/9048,3127/1224,degenerate_infinity
top_score,133/156,156/133,-133/156,-156/133,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,156,46411/11571,319/312,degenerate_infinity
top_score,156/133,133/156,-156/133,-133/156,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,156,19595/4524,747/1064,degenerate_infinity
top_score,-156/133,-133/156,156/133,133/156,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,156,9103/1508,3243/1064,degenerate_infinity
top_score,-133/156,-156/133,133/156,156/133,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,156,73555/11571,851/312,degenerate_infinity
top_score,52/165,165/52,-52/165,-165/52,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,165,9097/4524,2059/1320,degenerate_infinity
top_score,165/52,52/165,-165/52,-52/165,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,165,23297/4785,135/104,degenerate_infinity
top_score,-165/52,-52/165,165/52,52/165,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,165,8771/1595,525/104,degenerate_infinity
top_score,-52/165,-165/52,52/165,165/52,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,165,37807/4524,2891/1320,degenerate_infinity
top_score,95/168,168/95,-95/168,-168/95,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,168,28229/8265,55/42,degenerate_infinity
top_score,168/95,95/168,-168/95,-95/168,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,168,22501/4872,81/760,degenerate_infinity
top_score,-168/95,-95/168,168/95,95/168,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,168,9337/1624,2769/760,degenerate_infinity
top_score,-95/168,-168/95,95/168,168/95,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,168,57461/8265,205/84,degenerate_infinity
top_score,140/171,171/140,-140/171,-171/140,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,171,48263/12180,1445/1368,degenerate_infinity
top_score,171/140,140/171,-171/140,-140/171,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,171,21647/4959,183/280,degenerate_infinity
top_score,-171/140,-140/171,171/140,140/171,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,171,29767/4959,867/280,degenerate_infinity
top_score,-140/171,-171/140,140/171,171/140,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,171,78017/12180,3685/1368,degenerate_infinity
top_score,57/176,176/57,-57/176,-176/57,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,176,1155/551,273/176,degenerate_infinity
top_score,176/57,57/176,-176/57,-57/176,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,176,74417/15312,553/456,degenerate_infinity
top_score,-176/57,-57/176,176/57,57/176,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,176,84335/15312,2263/456,degenerate_infinity
top_score,-57/176,-176/57,57/176,176/57,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,176,13673/1653,387/176,degenerate_infinity
top_score,19/180,180/19,-19/180,-180/19,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,180,7091/1653,637/360,degenerate_infinity
top_score,180/19,19/180,-180/19,-19/180,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,180,26509/5220,1155/152,degenerate_infinity
top_score,-180/19,-19/180,180/19,19/180,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,180,27611/5220,1725/152,degenerate_infinity
top_score,-19/180,-180/19,19/180,180/19,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,180,24229/1653,713/360,degenerate_infinity
top_score,84/187,187/84,-84/187,-187/84,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,187,7205/2436,2133/1496,degenerate_infinity
top_score,187/84,84/187,-187/84,-84/187,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,187,77029/16269,59/168,degenerate_infinity
top_score,-187/84,-84/187,187/84,84/187,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,187,91645/16269,689/168,degenerate_infinity
top_score,-84/187,-187/84,84/187,187/84,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,187,6017/812,3477/1496,degenerate_infinity
top_score,28/195,195/28,-28/195,-195/28,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,195,4337/2436,2701/1560,degenerate_infinity
top_score,195/28,28/195,-195/28,-28/195,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,195,9501/1885,285/56,degenerate_infinity
top_score,-195/28,-28/195,195/28,28/195,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,195,30127/5655,495/56,degenerate_infinity
top_score,-28/195,-195/28,28/195,195/28,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,195,29593/2436,3149/1560,degenerate_infinity
top_score,105/208,208/105,-105/208,-208/105,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,208,3251/1015,285/208,degenerate_infinity
top_score,208/105,105/208,-208/105,-105/208,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,208,84673/18096,89/840,degenerate_infinity
top_score,-208/105,-105/208,208/105,105/208,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,208,102943/18096,3239/840,degenerate_infinity
top_score,-105/208,-208/105,105/208,208/105,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,208,21817/3045,495/208,degenerate_infinity
top_score,120/209,209/120,-120/209,-209/120,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,209,3993/1160,2175/1672,degenerate_infinity
top_score,209/120,120/209,-209/120,-120/209,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,209,83819/18183,2/15,degenerate_infinity
top_score,-209/120,-120/209,209/120,120/209,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,209,104699/18183,217/60,degenerate_infinity
top_score,-120/209,-209/120,120/209,209/120,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,209,24101/3480,4095/1672,degenerate_infinity
top_score,220/21,21/220,-220/21,-21/220,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,220,97393/19140,1445/168,degenerate_infinity
top_score,-220/21,-21/220,220/21,21/220,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,220,101047/19140,2075/168,degenerate_infinity
top_score,21/220,220/21,-21/220,-220/21,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,220,3223/609,783/440,degenerate_infinity
top_score,-21/220,-220/21,21/220,220/21,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,220,3179/203,867/440,degenerate_infinity
